Timestamp,Value
2023-08-15 16:38:50.100,61
2023-08-15 16:38:51.120,61
2023-08-15 16:38:52.119,61
2023-08-15 16:38:53.082,61
2023-08-15 16:38:54.102,61
2023-08-15 16:38:55.081,60
2023-08-15 16:38:56.022,61
2023-08-15 16:38:56.981,61
2023-08-15 16:38:57.964,61
2023-08-15 16:38:58.902,61
2023-08-15 16:38:59.823,61
2023-08-15 16:39:00.823,61
2023-08-15 16:39:01.863,61
2023-08-15 16:39:02.862,61
2023-08-15 16:39:03.763,62
2023-08-15 16:39:04.701,62
2023-08-15 16:39:05.644,62
2023-08-15 16:39:06.524,62
2023-08-15 16:39:07.483,63
2023-08-15 16:39:08.543,62
2023-08-15 16:39:09.522,61
2023-08-15 16:39:10.521,61
2023-08-15 16:39:11.545,61
2023-08-15 16:39:12.524,62
2023-08-15 16:39:13.446,62
2023-08-15 16:39:14.363,62
2023-08-15 16:39:15.326,61
2023-08-15 16:39:16.202,61
2023-08-15 16:39:17.124,62
2023-08-15 16:39:18.066,62
2023-08-15 16:39:19.024,63
2023-08-15 16:39:19.966,63
2023-08-15 16:39:20.945,63
2023-08-15 16:39:21.965,63
2023-08-15 16:39:22.923,63
2023-08-15 16:39:23.886,63
2023-08-15 16:39:24.885,62
2023-08-15 16:39:25.864,62
2023-08-15 16:39:26.826,61
2023-08-15 16:39:27.805,61
2023-08-15 16:39:28.784,61
2023-08-15 16:39:29.685,61
2023-08-15 16:39:30.665,61
2023-08-15 16:39:31.668,61
2023-08-15 16:39:32.626,61
2023-08-15 16:39:33.585,61
2023-08-15 16:39:34.588,61
2023-08-15 16:39:35.608,61
2023-08-15 16:39:36.566,61
2023-08-15 16:39:37.529,61
2023-08-15 16:39:38.528,61
2023-08-15 16:39:39.528,61
2023-08-15 16:39:40.527,60
2023-08-15 16:39:41.469,61
2023-08-15 16:39:42.448,61
2023-08-15 16:39:43.468,60
2023-08-15 16:39:44.467,60
2023-08-15 16:39:45.409,61
2023-08-15 16:39:46.388,61
