Timestamp,Value
2023-06-02 00:41:13.176,59
2023-06-02 00:41:14.335,58
2023-06-02 00:41:15.416,58
2023-06-02 00:41:16.456,57
2023-06-02 00:41:17.476,58
2023-06-02 00:41:18.595,57
2023-06-02 00:41:19.774,56
2023-06-02 00:41:20.917,55
2023-06-02 00:41:21.994,55
2023-06-02 00:41:22.993,55
2023-06-02 00:41:24.018,55
2023-06-02 00:41:24.955,56
2023-06-02 00:41:25.955,56
2023-06-02 00:41:26.995,56
2023-06-02 00:41:27.974,57
2023-06-02 00:41:28.994,57
2023-06-02 00:41:29.977,58
2023-06-02 00:41:30.935,59
2023-06-02 00:41:31.976,60
2023-06-02 00:41:33.155,59
2023-06-02 00:41:34.335,58
2023-06-02 00:41:35.478,57
2023-06-02 00:41:36.714,55
2023-06-02 00:41:37.837,55
2023-06-02 00:41:38.996,54
2023-06-02 00:41:40.257,53
2023-06-02 00:41:41.494,52
2023-06-02 00:41:42.756,50
2023-06-02 00:41:43.976,49
2023-06-02 00:41:45.176,49
2023-06-02 00:41:46.356,49
2023-06-02 00:41:47.494,49
2023-06-02 00:41:48.756,49
2023-06-02 00:41:49.895,49
2023-06-02 00:41:51.058,49
2023-06-02 00:41:52.275,49
2023-06-02 00:41:53.397,50
2023-06-02 00:41:54.617,50
2023-06-02 00:41:55.817,50
2023-06-02 00:41:56.997,50
2023-06-02 00:41:58.254,50
2023-06-02 00:41:59.376,50
2023-06-02 00:42:00.576,50
2023-06-02 00:42:01.875,50
2023-06-02 00:42:02.977,50
2023-06-02 00:42:04.115,50
2023-06-02 00:42:05.115,51
2023-06-02 00:42:06.135,52
2023-06-02 00:42:07.138,53
