Timestamp,Value
2023-09-26 16:08:00.726,55
2023-09-26 16:08:01.885,55
2023-09-26 16:08:02.905,55
2023-09-26 16:08:03.867,56
2023-09-26 16:08:04.826,56
2023-09-26 16:08:05.866,57
2023-09-26 16:08:06.865,57
2023-09-26 16:08:07.746,58
2023-09-26 16:08:08.606,59
2023-09-26 16:08:09.445,61
2023-09-26 16:08:10.367,62
2023-09-26 16:08:11.567,61
2023-09-26 16:08:12.669,61
2023-09-26 16:08:13.689,61
2023-09-26 16:08:14.667,60
2023-09-26 16:08:15.589,61
2023-09-26 16:08:16.469,62
2023-09-26 16:08:17.268,63
2023-09-26 16:08:18.108,63
2023-09-26 16:08:19.127,62
2023-09-26 16:08:20.348,60
2023-09-26 16:08:21.487,60
2023-09-26 16:08:22.547,60
2023-09-26 16:08:23.567,60
2023-09-26 16:08:24.529,60
2023-09-26 16:08:25.426,61
2023-09-26 16:08:26.307,60
2023-09-26 16:08:27.147,60
2023-09-26 16:08:28.089,60
2023-09-26 16:08:29.170,59
2023-09-26 16:08:30.267,60
2023-09-26 16:08:31.308,61
2023-09-26 16:08:32.270,61
2023-09-26 16:08:33.208,62
2023-09-26 16:08:34.011,63
2023-09-26 16:08:34.850,63
2023-09-26 16:08:35.768,63
2023-09-26 16:08:36.771,62
2023-09-26 16:08:37.791,61
2023-09-26 16:08:38.750,62
2023-09-26 16:08:39.630,64
2023-09-26 16:08:40.470,65
2023-09-26 16:08:41.289,66
2023-09-26 16:08:42.149,66
2023-09-26 16:08:43.210,65
2023-09-26 16:08:44.311,63
2023-09-26 16:08:45.331,62
2023-09-26 16:08:46.331,62
2023-09-26 16:08:47.252,63
2023-09-26 16:08:48.092,64
2023-09-26 16:08:48.890,64
2023-09-26 16:08:49.709,65
2023-09-26 16:08:50.549,64
2023-09-26 16:08:51.733,62
2023-09-26 16:08:52.830,62
2023-09-26 16:08:53.912,62
2023-09-26 16:08:54.952,62
2023-09-26 16:08:55.972,62
2023-09-26 16:08:56.909,62
2023-09-26 16:08:57.811,61
2023-09-26 16:08:58.712,61
2023-09-26 16:08:59.592,60
2023-09-26 16:09:00.473,60
2023-09-26 16:09:01.452,61
2023-09-26 16:09:02.512,61
2023-09-26 16:09:03.553,62
2023-09-26 16:09:04.593,62
2023-09-26 16:09:05.572,62
2023-09-26 16:09:06.493,62
2023-09-26 16:09:07.353,62
2023-09-26 16:09:08.173,63
2023-09-26 16:09:08.971,63
2023-09-26 16:09:09.811,64
2023-09-26 16:09:10.732,64
2023-09-26 16:09:11.834,64
2023-09-26 16:09:12.952,63
2023-09-26 16:09:14.033,63
2023-09-26 16:09:15.053,63
2023-09-26 16:09:15.995,63
2023-09-26 16:09:16.892,62
2023-09-26 16:09:17.752,62
2023-09-26 16:09:18.555,62
2023-09-26 16:09:19.354,62
2023-09-26 16:09:20.193,63
2023-09-26 16:09:21.172,64
2023-09-26 16:09:22.356,63
2023-09-26 16:09:23.474,63
2023-09-26 16:09:24.555,63
2023-09-26 16:09:25.595,62
2023-09-26 16:09:26.554,62
2023-09-26 16:09:27.455,61
2023-09-26 16:09:28.335,61
2023-09-26 16:09:29.155,61
2023-09-26 16:09:30.015,61
2023-09-26 16:09:30.957,61
2023-09-26 16:09:32.034,61
2023-09-26 16:09:33.095,62
2023-09-26 16:09:34.135,62
2023-09-26 16:09:35.134,62
2023-09-26 16:09:36.097,63
2023-09-26 16:09:36.993,62
2023-09-26 16:09:37.837,63
2023-09-26 16:09:38.656,63
2023-09-26 16:09:39.475,63
2023-09-26 16:09:40.294,64
2023-09-26 16:09:41.216,65
2023-09-26 16:09:42.236,65
2023-09-26 16:09:43.297,65
2023-09-26 16:09:44.337,65
2023-09-26 16:09:45.316,65
2023-09-26 16:09:46.237,65
2023-09-26 16:09:47.118,64
