Timestamp,Value
2023-08-15 16:44:38.220,We created a pulseSensor Object !
2023-08-15 16:44:39.949,61
2023-08-15 16:44:40.911,61
2023-08-15 16:44:41.869,61
2023-08-15 16:44:42.848,61
2023-08-15 16:44:43.790,61
2023-08-15 16:44:44.650,62
2023-08-15 16:44:45.551,62
2023-08-15 16:44:46.592,62
2023-08-15 16:44:47.669,61
2023-08-15 16:44:48.750,61
2023-08-15 16:44:49.729,61
2023-08-15 16:44:50.609,61
2023-08-15 16:44:51.449,62
2023-08-15 16:44:52.350,63
2023-08-15 16:44:53.370,62
2023-08-15 16:44:54.512,60
2023-08-15 16:44:55.672,59
2023-08-15 16:44:56.790,58
2023-08-15 16:44:57.850,58
2023-08-15 16:44:58.891,59
2023-08-15 16:44:59.792,59
2023-08-15 16:45:00.631,59
2023-08-15 16:45:01.450,60
2023-08-15 16:45:02.310,60
2023-08-15 16:45:03.392,59
2023-08-15 16:45:04.612,59
2023-08-15 16:45:05.853,58
2023-08-15 16:45:07.053,58
2023-08-15 16:45:08.171,58
2023-08-15 16:45:09.253,57
2023-08-15 16:45:10.231,57
2023-08-15 16:45:11.112,57
2023-08-15 16:45:11.952,57
2023-08-15 16:45:12.775,57
2023-08-15 16:45:13.651,58
2023-08-15 16:45:14.671,59
2023-08-15 16:45:15.814,60
2023-08-15 16:45:17.014,60
2023-08-15 16:45:18.173,60
2023-08-15 16:45:19.274,59
2023-08-15 16:45:20.335,59
2023-08-15 16:45:21.335,58
2023-08-15 16:45:22.236,58
2023-08-15 16:45:23.075,58
2023-08-15 16:45:23.874,58
2023-08-15 16:45:24.713,59
2023-08-15 16:45:25.676,60
2023-08-15 16:45:26.815,61
2023-08-15 16:45:28.035,60
2023-08-15 16:45:29.255,60
2023-08-15 16:45:30.455,59
2023-08-15 16:45:31.574,58
2023-08-15 16:45:32.655,57
2023-08-15 16:45:33.654,56
2023-08-15 16:45:34.555,56
2023-08-15 16:45:35.374,56
2023-08-15 16:45:36.193,57
2023-08-15 16:45:37.016,58
2023-08-15 16:45:38.057,59
2023-08-15 16:45:39.175,60
2023-08-15 16:45:40.355,60
2023-08-15 16:45:41.534,60
2023-08-15 16:45:42.697,59
2023-08-15 16:45:43.774,59
2023-08-15 16:45:44.815,58
2023-08-15 16:45:45.814,57
2023-08-15 16:45:46.735,56
2023-08-15 16:45:47.534,56
2023-08-15 16:45:48.337,58
2023-08-15 16:45:49.135,60
2023-08-15 16:45:50.135,61
2023-08-15 16:45:51.277,61
2023-08-15 16:45:52.457,61
2023-08-15 16:45:53.575,61
